health_x_economy,freedom,family,health,economy_t-1_x_health_t-1,family_generosity_ratio,continent,happiness_score
0.841863,0.235,1.465,0.789,0.7273,15.58344856930114,Europe,5.323
1.1726829594,0.5845,1.28566,0.89667,0.0,5.777987506179497,Europe,6.937
1.1682353901,0.51354,1.05249,0.81959,1.1726829594,4.341776329359349,Europe,6.929
1.1975071388990877,0.539770722389221,1.46231269836426,0.818091869354248,1.1682353901,6.3163216140652505,Europe,6.89099979400635
1.183656,0.583,1.483,0.894,1.1975071388990877,7.887878304345514,Europe,6.927
1.337016,0.473,1.504,0.986,1.183656,9.399412536716454,Europe,6.923
0.3992573504,0.51231,0.68655,0.45569,0.0,2.8986700443318556,North America,5.956
0.4087630110373687,0.547509372234344,1.08141779899597,0.450191766023636,0.3992573504,4.50542615007534,North America,5.95599985122681
0.382518,0.593,1.101,0.474,0.4087630110373687,6.0160646959182555,North America,5.956
0.091470015,0.4845,0.35386,0.3191,0.0,1.9377909205410435,Africa,3.34
0.0830584972,0.39747,0.10419,0.21028,0.091470015,0.516277686933254,Africa,3.484
0.0904978507363497,0.425962775945663,1.25391757488251,0.209930211305618,0.0830584972,6.029654036666157,Africa,3.65700006484985
0.09072,0.44,1.255,0.24,0.0904978507363497,7.698914177044352,Africa,4.141
0.15602100000000002,0.349,1.2715,0.397,0.09072,7.265299125764242,Africa,4.883
0.4422750094,0.53206,1.10395,0.57407,0.0,2.2999437488281003,Asia,5.253
0.424294993,0.46074,0.90836,0.49759,0.4422750094,1.871093991389787,Asia,5.196
0.43905965229252786,0.501537680625916,1.34012651443481,0.495879292488098,0.424294993,2.826886186923967,Asia,5.01100015640259
0.41949200000000003,0.541,1.335,0.527,0.43905965229252786,3.667481662591687,Asia,5.082
0.49105199999999993,0.457,1.321,0.604,0.41949200000000003,3.5701737790870514,Asia,5.082
0.367373136,0.57414,0.97841,0.5392,0.0,4.764133028193018,South America,5.89
0.373045134,0.50961,0.83779,0.4697,0.367373136,3.860961334623715,South America,5.822
0.3948923303996495,0.558732926845551,1.22761905193329,0.473630249500275,0.373045134,5.442280036002362,South America,5.82299995422363
0.381508,0.606,1.223,0.508,0.3948923303996495,8.673143748670308,South America,5.752
0.547856,0.511,1.209,0.706,0.381508,8.824173417998685,South America,5.779
0.6581358063,0.09245,0.91916,0.79081,0.0,3.704945785803539,Europe,4.949
0.6608341378,0.09511,0.64367,0.70766,0.6581358063,2.1534626965540316,Europe,5.163
0.6927816696026843,0.204403176903725,1.0693359375,0.705186307430267,0.6608341378,3.2514719114636255,Europe,5.18200016021729
0.69357,0.28,1.078,0.758,0.6927816696026843,4.990509698625064,Europe,5.129
0.7985249999999999,0.212,1.212,0.845,0.69357,4.6081898026690995,Europe,5.386
0.047451948,0.49495,1.10464,0.04776,0.0,10.558593003249857,Africa,4.332
0.3802772352,0.44089,0.89186,0.34752,0.047451948,7.17737003058104,Africa,3.974
0.3834818592910097,0.505196332931519,1.22155499458313,0.341755509376526,0.3802772352,12.294425048952895,Africa,3.76600003242493
0.42408899999999994,0.557,1.174,0.417,0.3834818592910097,27.94572720780766,Africa,3.59
0.560058,0.455,1.145,0.538,0.42408899999999994,45.781687325069974,Africa,3.488
0.6839439048,0.49049,1.23287,0.69702,0.0,8.458799313893651,South America,6.983
0.667912691,0.40425,1.03938,0.61415,0.6839439048,6.587944476136147,South America,6.952
0.6827412273996746,0.437453746795654,1.43130600452423,0.616552352905273,0.667912691,8.815637677475163,South America,6.63500022888184
0.6655500000000001,0.493,1.474,0.675,0.6827412273996746,13.398781928915554,South America,6.419
0.805208,0.39,1.439,0.802,0.6655500000000001,14.533885466114535,South America,6.3
0.7758105183999999,0.30587,1.10614,0.76649,0.0,9.278141251467874,Europe,4.218
0.7547214635999999,0.21219,0.92542,0.67806,0.7758105183999999,7.233234328591528,Europe,4.217
0.8225658614763982,0.289231717586517,1.43437945842743,0.708217680454254,0.7547214635999999,12.67257422532405,Europe,4.71400022506714
0.750448,0.359,1.515,0.712,0.8225658614763982,23.668176847367597,Europe,4.933
0.88998,0.311,1.513,0.815,0.750448,18.676706579434637,Europe,5.011
0.07001505,0.39493,0.85188,0.27125,0.0,3.917049843663785,Africa,3.587
0.0681397515,0.3337,0.63054,0.21297,0.07001505,2.589061345158906,Africa,3.739
0.07559464120303458,0.324367851018906,1.04328000545502,0.215844258666039,0.0681397515,4.15857027262162,Africa,4.03200006484985
0.07975600000000001,0.312,1.097,0.254,0.07559464120303458,6.268213244957431,Africa,4.424
0.12578,0.255,1.056,0.38,0.07975600000000001,5.965764646065194,Africa,4.587
0.003426588,0.1185,0.41587,0.22396,0.0,2.1080190592051906,Africa,2.905
0.010756775699999999,0.0432,0.23442,0.15747,0.003426588,1.1552905228919224,Africa,2.905
0.013890970171642094,0.0599007532000542,0.629793584346771,0.151610791683197,0.010756775699999999,3.080500944961007,Africa,2.90499997138977
0.013194999999999998,0.065,0.627,0.145,0.013890970171642094,4.207771290517415,Africa,2.905
0.01748,0.22,1.2715,0.38,0.013194999999999998,7.22402136242259,Africa,3.775
0.28135663320000004,0.66246,0.62736,0.61114,0.0,1.554410307234886,Asia,3.819
0.23628363759999998,0.58852,0.5375,0.42494,0.28135663320000004,1.3324243926623698,Asia,3.907
0.25862865137173374,0.633375823497772,1.00623834133148,0.429783403873444,0.23628363759999998,2.607287855026899,Asia,4.16800022125244
0.25089300000000003,0.696,1.088,0.457,0.25862865137173374,4.249833990859732,Asia,4.433
0.36563799999999996,0.609,1.122,0.637,0.25089300000000003,4.835998448342744,Asia,4.7
0.09887345,0.49309,0.88767,0.23402,0.0,4.305106940200785,Africa,4.252
0.06666069060000002,0.42736,0.62542,0.12698,0.09887345,2.7574621930249985,Africa,4.513
0.07499173454665638,0.430388748645782,0.946018218994141,0.132892116904259,0.06666069060000002,4.003319355779944,Africa,4.69500017166138
0.09737,0.454,0.891,0.182,0.07499173454665638,4.868586416042839,Africa,4.975
0.18171900000000002,0.381,0.91,0.331,0.09737,4.86604994385327,Africa,5.044
1.2011280127000001,0.63297,1.32261,0.90563,0.0,2.88703833056841,North America,7.427
1.19186814,0.5737,1.0961,0.8276,1.2011280127000001,2.444741831158693,North America,7.404
1.2344813651748408,0.611100912094116,1.48134899139404,0.83455765247345,1.19186814,3.401101906543337,North America,7.31599998474121
1.19168,0.653,1.532,0.896,1.2344813651748408,4.77243699573222,North America,7.328
1.418235,0.584,1.505,1.039,1.19168,5.280516473106207,North America,7.278
0.005258715,0.48879,1.02951,0.06699,0.0,4.31913911730156,Africa,3.678
0.0,0.270842045545578,1.25391757488251,0.0187726859003305,0.005258715,4.46414345549983,Africa,2.69300007820129
0.00024,0.305,1.255,0.01,0.0,5.756616668960139,Africa,3.083
0.00273,0.225,1.2715,0.105,0.00024,5.410408067741798,Africa,3.083
0.051323693000000004,0.23501,0.76062,0.1501,0.0,4.136727035405449,Africa,3.667
0.0161426336,0.12807,0.63178,0.03824,0.051323693000000004,3.3842939790015,Africa,3.763
0.018017539437135327,0.16234202682972,0.953855872154236,0.0411347150802612,0.0161426336,4.4134688053200595,Africa,3.93600010871887
0.018973999999999998,0.189,0.907,0.053,0.018017539437135327,5.010772885475941,Africa,4.301
0.0672,0.174,0.766,0.192,0.018973999999999998,3.868491490328771,Africa,4.35
0.9505657755000001,0.44132,1.12447,0.85857,0.0,3.3703093154298047,South America,6.67
0.9962704609999998,0.37789,0.90587,0.81883,0.9505657755000001,2.8670401316622356,South America,6.705
1.0266315610889787,0.376895278692245,1.28402495384216,0.819479703903198,0.9962704609999998,3.93061939242147,South America,6.65199995040894
0.9138480000000001,0.431,1.331,0.808,1.0266315610889787,6.756002233389167,South America,6.476
1.0662800000000001,0.357,1.369,0.92,0.9138480000000001,7.320464146302337,South America,6.444
0.7268541896,0.51697,0.94675,0.81658,0.0,11.565477644759344,Asia,5.14
0.756059958,0.44012,0.79381,0.73561,0.7268541896,16.00423387096774,Asia,5.245
0.8015930758822367,0.472787708044052,1.16083741188049,0.741415500640869,0.756059958,40.283298639279955,Asia,5.27299976348877
0.790211,0.597,1.142,0.799,0.8015930758822367,39.36573595311961,Asia,5.246
0.918897,0.521,1.125,0.893,0.790211,19.393208067574555,Asia,5.191
0.6345482297,0.53466,1.24018,0.69077,0.0,6.739376154765786,South America,6.477
0.6146786087999999,0.44735,1.02169,0.59659,0.6345482297,6.5379791386702495,South America,6.481
0.6370501789538121,0.477487415075302,1.4021829366684,0.595027923583984,0.6146786087999999,9.409078313139519,South America,6.35699987411499
0.6096,0.531,1.439,0.635,0.6370501789538121,14.533885466114535,South America,6.26
0.8283849999999999,0.47,1.41,0.841,0.6096,14.24098575901424,South America,6.125
0.08681463899999999,0.22917,0.79273,0.36315,0.0,4.544948973741543,Africa,3.956
0.0824747329,0.15412,0.60323,0.29981,0.08681463899999999,3.3015707952493023,Africa,3.956
0.13837000000000002,0.142,0.757,0.505,0.0824747329,2.752627177193556,Africa,3.973
0.2107307166,0.41466,0.6629,0.31051,0.0,5.350714343369118,Africa,3.989
0.2175399108,0.37938,0.47799,0.28212,0.2107307166,3.9575260804769004,Africa,4.236
0.23456519879512425,0.435025870800018,0.832044363021851,0.28995743393898,0.2175399108,6.884243882294554,Africa,4.29099988937378
0.23392600000000002,0.514,0.811,0.343,0.23456519879512425,8.911108669376993,Africa,4.559
0.341884,0.372,0.799,0.508,0.23392600000000002,7.608799161984574,Africa,4.812
0.0,0.22605,1.0012,0.09806,0.0,4.0314072881014695,Africa,4.517
0.01064268,0.15602,0.80676,0.188,0.0,3.1688597352606154,Africa,4.272
0.01762903656731751,0.235961347818375,1.22902345657349,0.191407024860382,0.01064268,4.986587552679082,Africa,4.28000020980835
0.014076,0.312,1.136,0.204,0.01762903656731751,5.766204761179634,Africa,4.245
0.033558,0.269,1.125,0.357,0.014076,5.306353473892741,Africa,4.418
0.8222288606,0.63376,1.23788,0.86027,0.0,4.854812142128795,North America,7.226
0.8138408333999999,0.55225,1.02152,0.76146,0.8222288606,4.529218763855635,North America,7.087
0.8428322035445094,0.580131649971008,1.41640365123749,0.759509265422821,0.8138408333999999,6.599489056227571,North America,7.0789999961853
0.82517,0.632,1.459,0.817,0.8428322035445094,10.202083770365709,North America,7.072
0.995742,0.558,1.441,0.963,0.82517,10.006249566002362,North America,7.167
0.8530956470000001,0.25883,0.79624,0.78805,0.0,14.623324150596876,Europe,5.759
0.8367602076,0.23907,0.60809,0.70524,0.8530956470000001,3.298562516951451,Europe,5.488
0.857364653119001,0.255772292613983,0.96798300743103,0.701288521289825,0.8367602076,3.9029530726324633,Europe,5.29300022125244
0.821755,0.38,1.161,0.737,0.857364653119001,9.674193817181903,Europe,5.321
1.05567,0.296,1.266,0.914,0.821755,10.637761532644317,Europe,5.432
1.1157805428,0.40672,0.89318,0.92356,0.0,2.9151734717190507,Asia,5.689
1.119202216,0.29507,0.70697,0.8488,1.1157805428,2.533307055577454,Asia,5.546
1.1453808275029538,0.355111539363861,1.13136327266693,0.84471470117569,1.119202216,4.170704616123127,Asia,5.62099981307983
1.117161,0.423,1.191,0.909,1.1453808275029538,5.89574773526063,Asia,5.762
1.316046,0.406,1.223,1.042,1.117161,6.436503341929372,Asia,6.046
0.9960376733999999,0.46364,1.20643,0.84483,0.0,11.288762047347245,Africa,6.505
0.999876404,0.41418,1.00793,0.76376,0.9960376733999999,10.150352467270896,Africa,6.596
1.0205230886224121,0.490946173667908,1.43388521671295,0.754444003105164,0.999876404,16.27255966667659,Africa,6.60900020599365
1.052982,0.543,1.489,0.854,1.0205230886224121,23.26199031401344,Africa,6.711
1.16748,0.457,1.487,0.92,1.052982,32.319061073679634,Africa,6.852
1.1593178272,0.64938,1.36058,0.87464,0.0,3.985295840656121,Europe,7.527
1.1462727712,0.57941,1.16374,0.79504,1.1593178272,3.2172398540307423,Europe,7.526
1.1748856701429866,0.626006722450256,1.55112159252167,0.792565524578094,1.1462727712,4.365784173025569,Europe,7.52199983596802
1.172668,0.683,1.59,0.868,1.1748856701429866,5.5983944227315945,Europe,7.555
1.377468,0.592,1.573,0.996,1.172668,6.241815800960278,Europe,7.6
0.1597711275,0.46074,0.59207,0.36291,0.0,3.2721896761357354,Africa,4.369
0.5983310025,0.57672,1.17202,0.66825,0.0,5.404749827069403,North America,4.885
0.5927623503,0.52259,0.99496,0.57669,0.5983310025,4.674026401089867,North America,5.155
0.6205036801302107,0.55258983373642,1.40241670608521,0.574873745441437,0.5927623503,7.500443010225497,North America,5.23000001907349
0.6029479999999999,0.578,1.441,0.614,0.6205036801302107,12.007332722273146,North America,5.302
0.790685,0.497,1.401,0.779,0.6029479999999999,12.397132997079904,North America,5.425
0.683223815,0.48574,0.99903,0.79075,0.0,8.655605614278288,South America,5.975
0.6676456578000001,0.4027,0.85974,0.68613,0.683223815,8.533399503722084,South America,5.976
0.6861987171748049,0.4551981985569,1.28616881370544,0.685636222362518,0.6676456578000001,8.567463993479404,South America,6.00799989700317
0.654304,0.556,1.33,0.736,0.6861987171748049,11.66564336461714,South America,5.973
0.791616,0.498,1.312,0.868,0.654304,10.411872073644949,South America,6.028
0.544176416,0.17288,0.747,0.61712,0.0,6.615302869287992,Africa,4.194
0.49716058199999996,0.18847,0.49813,0.52116,0.544176416,3.9201227669788303,Africa,4.362
0.5148302701934925,0.282110154628754,0.997471392154694,0.520187258720398,0.49716058199999996,7.7538884091943885,Africa,4.7350001335144
0.48940500000000003,0.312,1.025,0.553,0.5148302701934925,11.140093468101293,Africa,4.419
0.587972,0.241,1.039,0.644,0.48940500000000003,13.669254045520326,Africa,4.166
0.5178764598,0.4035,1.02507,0.67737,0.0,9.586364911624427,North America,6.13
0.5207252,0.37269,0.80975,0.596,0.5178764598,9.120860554178869,North America,6.068
0.5422484385467354,0.432452529668808,1.18212509155273,0.596018552780151,0.5207252,15.103558438534417,North America,6.00299978256226
0.515034,0.461,1.231,0.639,0.5422484385467354,18.935548377172744,North America,6.167
0.6264660000000001,0.43,1.242,0.789,0.515034,13.353402859907538,North America,6.253
0.8909975814,0.44888,1.22791,0.77361,0.0,14.144798986291903,Europe,5.429
0.8714092472000001,0.41511,1.05163,0.68098,0.8909975814,12.483736942070276,Europe,5.517
0.9182334670276088,0.479131430387497,1.47667109966278,0.695168316364288,0.8714092472000001,14.930828995965458,Europe,5.61100006103516
0.8844,0.553,1.532,0.737,0.9182334670276088,17.81188233926288,Europe,5.739
1.0811380000000002,0.495,1.528,0.874,0.8844,14.833511309581596,Europe,5.893
0.0840261015,0.4345,0.60406,0.44055,0.0,2.48318671380416,Africa,4.512
0.10125475739999999,0.36703,0.37932,0.34578,0.0840261015,1.2848287775632559,Africa,4.508
0.11988853411816261,0.408842742443085,0.86466920375824,0.353409707546234,0.10125475739999999,2.765518956274179,Africa,4.46000003814697
0.12042800000000001,0.452,0.95,0.391,0.11988853411816261,4.31798554611154,Africa,4.35
0.17875200000000002,0.344,1.033,0.532,0.12042800000000001,4.942347256112147,Africa,4.286
1.1471741775,0.64169,1.31826,0.88911,0.0,5.6451695786228155,Europe,7.406
1.1401232418,0.57104,1.13464,0.81091,1.1471741775,4.450790413054564,Europe,7.413
1.1680772947845746,0.617950856685638,1.5402467250824,0.80915766954422,1.1401232418,6.274102120565276,Europe,7.4689998626709
1.1405699999999999,0.681,1.592,0.874,1.1680772947845746,7.880797980298005,Europe,7.632
1.32124,0.596,1.587,0.986,1.1405699999999999,10.37187111953467,Europe,7.769
1.2085115462,0.55011,1.26038,0.94579,0.0,10.219573501986542,Europe,6.575
1.1688396959999998,0.46562,1.00508,0.83795,1.2085115462,8.264780856837431,Europe,6.478
1.208366000102612,0.470222115516663,1.38777685165405,0.844465851783752,1.1688396959999998,10.693936832702274,Europe,6.44199991226196
1.1740439999999999,0.52,1.466,0.908,1.208366000102612,14.957657381899805,Europe,6.489
1.38358,0.436,1.472,1.045,1.1740439999999999,13.260066660661202,Europe,6.592
0.45984729280000003,0.31914,0.90528,0.43372,0.0,13.2680639015096,Africa,3.896
0.40478339399999996,0.28098,0.72368,0.3494,0.45984729280000003,11.588150520416331,Africa,4.121
0.42725611587809464,0.312328577041626,1.1556202173233,0.356578588485718,0.40478339399999996,26.386807494467007,Africa,4.46500015258789
0.418544,0.356,1.164,0.404,0.42725611587809464,36.36363636363636,Africa,4.758
0.603547,0.295,1.183,0.571,0.418544,27.505231341548477,Africa,4.799
0.131824,0.382,0.939,0.428,0.0,3.490576558492249,Africa,4.516
0.541037994,0.40577,0.38562,0.72926,0.0,6.950612833453497,Asia,4.297
0.536562072,0.32461,0.19249,0.64035,0.541037994,2.83615735965817,Asia,4.252
0.617467586011102,0.309410035610199,0.57061493396759,0.649546980857849,0.536562072,10.563262621469546,Asia,4.28599977493286
0.548479,0.375,0.592,0.643,0.617467586011102,15.574848724019994,Asia,4.34
0.666272,0.346,0.666,0.752,0.548479,15.484770983492211,Asia,4.519
1.1843187311999999,0.61477,1.29937,0.89186,0.0,4.605245436824384,Europe,6.75
1.1798258269,0.53466,1.09774,0.81487,1.1843187311999999,3.604702328177847,Europe,6.994
1.1887774762116563,0.562511384487152,1.47252035140991,0.798950731754303,1.1798258269,4.378862809757518,Europe,6.95100021362305
1.15374,0.586,1.474,0.861,1.1887774762116563,5.399069631149041,Europe,6.965
1.355151,0.495,1.454,0.987,1.15374,5.570667790506111,Europe,6.985
0.2189521656,0.42342,0.67954,0.40132,0.0,2.9432605682605684,Africa,4.633
0.1873078867,0.40973,0.49353,0.29681,0.2189521656,2.3275325410299943,Africa,4.276
0.19725683034774694,0.423026293516159,0.873664736747742,0.295637726783752,0.1873078867,3.4003476690125023,Africa,4.11999988555908
0.19950400000000001,0.499,0.896,0.337,0.19725683034774694,4.226215744540352,Africa,4.657
0.296946,0.381,0.868,0.486,0.19950400000000001,3.5427125423452104,Africa,4.996
1.0180309478,0.07699,0.92933,0.88213,0.0,92932.99999999999,Europe,4.857
0.9994501694,0.05822,0.75473,0.80029,1.0180309478,75473.0,Europe,5.033
1.0447413427414896,0.0957312509417534,1.23941457271576,0.810198903083801,0.9994501694,123941.45727157599,Europe,5.22700023651123
1.0143659999999999,0.131,1.202,0.879,1.0447413427414896,120199.99999999999,Europe,5.358
1.179819,0.067,1.156,0.999,1.0143659999999999,115599.99999999999,Europe,5.287
0.4803077025,0.57733,1.04356,0.64425,0.0,3.7961440523826844,North America,6.123
0.45097707060000003,0.50379,0.87119,0.54039,0.4803077025,3.024020271442952,North America,6.324
0.47109032236070575,0.531310617923737,1.25558519363403,0.540239989757538,0.45097707060000003,4.428897042768802,North America,6.4539999961853
0.474848,0.604,1.268,0.608,0.47109032236070575,7.083403161834535,North America,6.382
0.5968,0.535,1.269,0.746,0.474848,7.2510142277584135,North America,6.436
0.041816475299999996,0.37725,0.46475,0.24009,0.0,1.621711215018494,Africa,3.656
0.0422052035,0.30953,0.3109,0.18829,0.041816475299999996,1.0392779542035768,Africa,3.607
0.04747426741721319,0.348587512969971,0.791244685649872,0.194129139184952,0.0422052035,2.9878010403581956,Africa,3.50699996948242
0.072584,0.394,0.792,0.211,0.04747426741721319,4.280849683800875,Africa,3.964
0.14250000000000002,0.332,0.829,0.375,0.072584,4.004637457127675,Africa,4.534
0.10361660310000001,0.24425,0.74302,0.38847,0.0,1.6086862388499177,North America,4.518
0.0937462918,0.12072,0.29561,0.27494,0.10361660310000001,0.6163806584791175,North America,4.028
0.10222341464267637,0.0303698573261499,0.640449821949005,0.277321130037308,0.0937462918,1.3091410074027547,North America,3.6029999256134
0.09103499999999999,0.025,0.714,0.289,0.10222341464267637,1.8213821075992958,North America,3.582
0.14502700000000002,0.026,0.688,0.449,0.09103499999999999,1.6419655855468842,North America,3.597
0.413806932,0.40148,0.95348,0.6951,0.0,4.140524578773666,North America,4.788
0.40534733069999995,0.26755,0.75596,0.58383,0.413806932,3.698253510102245,North America,4.871
0.42560960125755576,0.348079860210419,1.14394497871399,0.582569479942322,0.40534733069999995,4.8431432421462866,North America,5.18100023269653
0.38564,0.459,1.205,0.622,0.42560960125755576,6.116440789807624,North America,5.504
0.5315759999999999,0.507,1.236,0.828,0.38564,5.024186008698833,North America,5.86
1.4044466111999998,0.59608,1.05818,1.01328,0.0,2.680361711289546,Asia,5.474
1.439349639,0.48079,0.87021,0.95277,1.4044466111999998,2.170207990423463,Asia,5.458
1.4471500000000002,0.524,1.29,1.03,1.439349639,5.243689280923539,Asia,5.43
1.613436,0.44,1.277,1.122,1.4471500000000002,4.949420565094376,Asia,5.43
1.4633262395669793,0.490968644618988,1.26279091835022,0.943062424659729,0.0,3.372156333476199,Asia,5.47200012207031
0.8508495070000001,0.32112,1.20215,0.75905,0.0,9.391063198187641,Europe,4.8
0.8392992336,0.1977,0.93164,0.67608,0.8508495070000001,9.40955459044541,Europe,5.145
0.8844720079153517,0.175863519310951,1.34313309192657,0.687763452529907,0.8392992336,17.12925157632128,Europe,5.32399988174438
0.857172,0.259,1.401,0.732,0.8844720079153517,22.96344861498115,Europe,5.62
0.994428,0.199,1.41,0.828,0.857172,17.40525861004814,Europe,5.758
1.2343909888,0.62877,1.40223,0.94784,0.0,3.2138387843505765,Europe,7.561
1.2373850178,0.56624,1.18326,0.86733,1.2343909888,2.481721512615617,Europe,7.501
1.234184796230408,0.627162635326385,1.6105740070343,0.833552122116089,1.2373850178,3.3867590357474984,Europe,7.50400018692017
1.227502,0.677,1.644,0.914,1.234184796230408,4.657091867085918,Europe,7.495
1.41588,0.591,1.624,1.026,1.227502,4.587441032739188,Europe,7.494
0.3323568971,0.39786,0.38174,0.51529,0.0,1.4418341139144888,Asia,4.565
0.33383572759999997,0.40285,0.29247,0.45091,0.3323568971,1.1685245115665828,Asia,4.404
0.360799435050661,0.469987004995346,0.754372596740723,0.455427616834641,0.33383572759999997,3.257946525571967,Asia,4.31500005722046
0.34968499999999997,0.539,0.747,0.485,0.360799435050661,4.342770769141329,Asia,4.19
0.44394,0.498,0.765,0.588,0.34968499999999997,3.8248087595620217,Asia,4.015
0.5283782811,0.46611,1.08708,0.63793,0.0,2.109360447066129,Asia,5.399
0.4695664896,0.39237,0.87625,0.49374,0.5283782811,3.9389103659084777,Asia,5.314
